"Gene","adj.P.Val","adj.P.Val.1","adj.P.Val.2"
"TC11002231.hg.1:1",0.0214500112854017,7.90793164090757e-08,4.4153721612048e-05
"TC19000046.hg.1:5",0.0214684689121569,0.0016612328393892,0.00337802410738395
"TC01000194.hg.1:3",0.0214723450866051,1.82383764349763e-14,5.34332960813869e-08
"2828010_st:1",0.0214723450866051,5.10082670808954e-09,5.91842365871551e-06
"TC07001352.hg.1:1",0.0216156289074913,3.93377544312968e-09,1.11201316867345e-08
"TC05000501.hg.1:1",0.0216156289074913,2.45917309380736e-05,2.63034432619328e-06
"TC06000761.hg.1:3",0.0216360294298053,9.38560229637885e-05,0.0359073694859113
"TC01000582.hg.1:2",0.0216421018416636,1.75569024915389e-07,0.000896457374468424
"TC17000891.hg.1:1",0.0216421018416636,6.43053175071098e-08,1.15482281681038e-09
"TC09002622.hg.1:1",0.021697234442734,0.00128147173405603,0.00521031829751701
"TC01003912.hg.1:2",0.0217386273158758,9.82252152632821e-08,8.76354152074773e-05
"TC10000199.hg.1:2",0.0219649443006106,9.40114763344816e-08,0.00384740185368099
"TC12003226.hg.1:1",0.0219649443006106,2.26263027531728e-15,1.19899059508242e-11
"TC01000953.hg.1:1",0.0220506726432708,2.14498169198836e-08,0.000623610986481468
"TC20000688.hg.1:1",0.0220516554228711,2.05960852430452e-14,3.82285811190767e-08
"TC22000429.hg.1:1",0.0221567570444733,2.27694365432022e-08,8.6247264050364e-05
"TC09002189.hg.1:2",0.0221977696031627,0.000137928398546694,0.00721537036799258
"TC06000108.hg.1:2",0.0222751765418737,6.60394135287136e-29,6.34446297486217e-10
"PSR11028316.hg.1:1",0.0222875284957701,0.00153477848300873,0.0202060817329693
"TC21000240.hg.1:2",0.0223617181281217,5.69675599338457e-13,2.15095540656177e-07
"TC11001233.hg.1:1",0.0224226006583265,5.57251569142031e-05,0.000249998534636512
"TC15001296.hg.1:1",0.0224547887208488,7.36409115394872e-12,2.70415237766536e-08
"TC0X000319.hg.1:1",0.0224791136634262,6.14817183990208e-09,2.19225663208875e-06
"TC11000967.hg.1:1",0.0225110685099019,1.43731331904999e-06,0.000283403892596132
"TC07001249.hg.1:6",0.0225999959806563,1.85902719498452e-10,8.06322926489767e-06
"TC03002293.hg.1:1",0.0226021796044308,0.000503703452300826,0.0260597772558951
"TC0X001177.hg.1:1",0.0226196794962472,3.29198504778519e-25,3.11627050746362e-17
"TC07002007.hg.1:1",0.02262065214565,4.10718846542219e-18,3.46919132578842e-12
"TC0X000584.hg.1:1",0.02262065214565,5.63809401173138e-08,1.51360337850523e-08
"TC03002006.hg.1:1",0.02262065214565,5.49412248196613e-22,2.41174660157238e-15
"TC02001272.hg.1:1",0.0226297380710304,1.75316467914021e-06,0.00799755486716026
"TC06004063.hg.1:1",0.0226356820953784,5.25838612074884e-07,2.24046346864269e-09
"TC06001655.hg.1:1",0.0226692403202595,6.06294397987713e-08,0.000793032890240665
"TC17002038.hg.1:2",0.0229235092021011,9.96545661231592e-06,0.00385620277627766
"TC09000556.hg.1:1",0.0229247969303563,2.19215611835978e-13,1.02291406904461e-06
"TC06003084.hg.1:1",0.0229679471512696,5.145871929848e-22,1.48914524110668e-08
"TC08000113.hg.1:1",0.0229874386446087,4.32405166177636e-11,1.95439795425809e-06
"TC12000134.hg.1:2",0.0229917845639544,1.21308530571469e-17,5.95697486624177e-09
"TC16000340.hg.1:1",0.0230014685736869,3.74457437923783e-11,4.04295652607519e-09
"TC17000108.hg.1:1",0.0230027553606114,0.000172643184518052,0.00935658302659941
"TC14000955.hg.1:3",0.0230190336188674,4.84382552610417e-08,5.960774133123e-05
"TC14000386.hg.1:3",0.0230530211245902,1.2977819714989e-18,4.39747923148533e-13
"TC09001009.hg.1:2",0.0230530211245902,9.9639958188854e-20,1.32031010089696e-09
"TC20000198.hg.1:1",0.0231735789040062,3.20901439709802e-05,0.000182277471711401
"TC06002747.hg.1:1",0.0231735789040062,2.50475005052928e-07,0.00565998779741859
"TC10000917.hg.1:3",0.0233150898773043,8.0362473868466e-29,2.02633071961312e-08
"TC06001768.hg.1:4",0.0234842674106269,5.62108136422138e-07,7.2962576621473e-05
"TC11000093.hg.1:1",0.0235002513526418,8.27053715531229e-17,2.6525924445526e-09
"PSR19023008.hg.1:1",0.0235002513526418,0.00509038373722581,0.0237298503260868
"TC15002708.hg.1:1",0.0235002513526418,0.000307230140272931,0.00119740602751403
"TC13000655.hg.1:4",0.0235003618405535,4.63068764262374e-05,0.00423085110187708
"TC19001676.hg.1:8",0.0235003618405535,1.02834838429954e-05,0.013488484075502
"TC01000218.hg.1:1",0.0235568850751016,8.12883594049308e-08,2.27686332867654e-08
"TC14000214.hg.1:1",0.0235568850751016,8.12883594049308e-08,2.27686332867654e-08
"TC01002274.hg.1:1",0.0235568850751016,8.12883594049308e-08,2.27686332867654e-08
"TC14001027.hg.1:1",0.0235568850751016,8.12883594049308e-08,2.27686332867654e-08
"TC01000225.hg.1:1",0.0235568850751016,8.12883594049308e-08,2.27686332867654e-08
"TC01002265.hg.1:1",0.0235568850751016,8.12883594049308e-08,2.27686332867654e-08
"TC01003162.hg.1:1",0.0235568850751016,8.12883594049308e-08,2.27686332867654e-08
"TC12001695.hg.1:1",0.0236140006295015,1.24245237572977e-06,0.000113731446072972
"TC06001328.hg.1:3",0.0236776861091308,0.00122828989823851,0.00988130908712763
"TC19000951.hg.1:1",0.0236910071905262,6.8117256713177e-09,8.78122948002161e-05
"TC20000869.hg.1:1",0.0236982815986762,4.22147199279111e-07,0.0163594882552153
"TC03003223.hg.1:1",0.0236982815986762,6.07918375484485e-07,0.00223563283862625
"TC06000712.hg.1:6",0.0237085552447104,2.8675765150301e-11,9.95783567448829e-07
"TC03000831.hg.1:1",0.023735722783327,4.61883680179136e-06,5.3972433790582e-05
"TC20000502.hg.1:4",0.023735722783327,1.18107938834593e-09,3.55309489459503e-07
"TC04002626.hg.1:1",0.0238945696259089,9.32310156637669e-23,2.15792584650932e-12
"TC20000868.hg.1:1",0.0238945696259089,2.15027614055081e-12,5.01785062284288e-09
"TC06001755.hg.1:5",0.0239729841849356,1.77907785511759e-21,1.94217277658638e-13
"TC02000613.hg.1:3",0.0239899990744617,0.000209342368221208,0.00576255434402316
"TC01006063.hg.1:1",0.0240066090000259,3.36078716273079e-06,0.00279840657538329
"TC05001464.hg.1:3",0.0240066090000259,3.965083992109e-15,1.54637590881215e-05
"TC6_cox_hap2000026.hg.1:4",0.0240066090000259,3.06049686364261e-24,5.69557739640732e-11
"TC6_apd_hap1000019.hg.1:4",0.0240066090000259,3.06049686364261e-24,5.69557739640732e-11
"TC17001899.hg.1:1",0.0240279961080901,2.05356956696802e-11,8.98654569657667e-06
"TC09000772.hg.1:3",0.0240279961080901,0.00226484093841582,0.00154696553687737
"TC15001073.hg.1:1",0.0240279961080901,0.000690557143468124,0.0343384881597733
"TC06001387.hg.1:1",0.0240389861528692,1.16796142573453e-13,1.27150983663878e-10
"TC01005785.hg.1:1",0.0240389861528692,3.87262448896323e-09,0.00704586876143982
"TC6_cox_hap2000062.hg.1:1",0.0240433323335979,3.76488026152685e-12,2.24216913785548e-07
"TC6_dbb_hap3000052.hg.1:1",0.0240433323335979,3.76488026152685e-12,2.24216913785548e-07
"TC6_mcf_hap5000047.hg.1:1",0.0240433323335979,3.76488026152685e-12,2.24216913785548e-07
"TC6_qbl_hap6000053.hg.1:1",0.0240433323335979,3.76488026152685e-12,2.24216913785548e-07
"TC03002031.hg.1:1",0.0241088645404378,2.23214715193643e-16,1.42692265745822e-09
"TC03003335.hg.1:3",0.0242156582042421,7.27959455037281e-07,0.000350287501222958
"TC04001436.hg.1:1",0.0242547649588009,1.54673224229606e-07,7.13840402740311e-08
"TC14002339.hg.1:6",0.0244481513856513,2.99788845530848e-16,7.1444953889005e-09
"TC6_ssto_hap7000017.hg.1:2",0.0244483727328432,4.02445185265687e-13,3.00223167518647e-05
"TC15000844.hg.1:1",0.0244691797707177,4.4163563515767e-09,0.00106148695535565
"TC01000394.hg.1:2",0.0244764343920327,3.4618598293266e-32,6.84321440915581e-11
"TC09000571.hg.1:2",0.0245078813085365,5.8283575938264e-06,0.00179624275310112
"TC07003374.hg.1:8",0.0246181370971344,1.78272564433832e-08,0.00108234299451746
"TC10000791.hg.1:1",0.0247375978624349,4.5791446883042e-11,2.36926647754586e-05
"TC12000943.hg.1:1",0.0247375978624349,0.000438360821840225,0.0034781163150259
"TC01004198.hg.1:1",0.0248510926366521,1.97190568567707e-08,4.2502216753284e-05
"TC17001655.hg.1:1",0.0250298218984598,5.76051210756844e-09,1.40944315019174e-08
"TC10000094.hg.1:1",0.0250578471259677,1.13263779911709e-16,4.3915047956172e-10
"TC0X001314.hg.1:1",0.0250654880635627,3.99059350877302e-05,2.25687001541131e-05
"TC01000619.hg.1:2",0.025075697325244,0.00542330248613164,0.000157711523310084
"TC03002042.hg.1:1",0.025083806742505,8.71683752981798e-09,6.92441632462375e-05
"TC09000938.hg.1:1",0.025083806742505,0.00326804378143728,0.0029844483054443
"TC11002345.hg.1:1",0.025087052268996,1.15507956290715e-06,0.00126368200264196
"TC06000577.hg.1:4",0.0251729824915286,1.55879716534218e-11,1.9565297433371e-05
"TC01000474.hg.1:4",0.0251885285211944,2.19724222675643e-14,1.84726360099849e-09
"TC06000188.hg.1:1",0.025342077971805,2.75040174881911e-15,1.92751340167897e-07
"TC12002357.hg.1:2",0.0254167185413751,1.57322733600214e-08,4.01034279313853e-09
"TC08002625.hg.1:3",0.025492659906518,7.76133703417185e-09,5.60857586771446e-06
"TC19000317.hg.1:2",0.025492659906518,2.94973674590425e-18,7.06046244026616e-13
"TC02004700.hg.1:1",0.025550816910616,1.82559831556214e-13,2.95814551590875e-06
"TC04000313.hg.1:2",0.0256935773966279,6.78099167865012e-09,2.24168959165092e-06
"TC02002608.hg.1:1",0.0257072883245371,7.60982293242486e-14,2.2500439732996e-08
"TC18000508.hg.1:1",0.0257307545687236,4.70452737070961e-13,2.52195817287142e-07
"TC10000621.hg.1:3",0.0257941512406211,6.85643029916407e-12,1.22113782908449e-07
"TC03001283.hg.1:1",0.0257941512406211,9.41205556508937e-23,8.76725053829665e-11
"TC16000686.hg.1:3",0.0257941512406211,2.2885243104412e-08,0.00013459235626279
"TC17001454.hg.1:1",0.025859074377718,6.51536025293071e-12,2.30385287400499e-05
"TC03001008.hg.1:1",0.0258824912411967,0.00894570158441451,0.0380768948116369
"TC07003102.hg.1:1",0.0258824912411967,8.36563372046656e-18,1.25271482820928e-07
"TC08001563.hg.1:1",0.0258942931012962,6.22059700920233e-11,3.74909782916959e-06
"PSR12013076.hg.1:1",0.0259029348348568,7.47439810167353e-10,1.1181662515206e-06
"TC19001632.hg.1:2",0.0259840640656489,4.84715214532943e-11,6.14269685720788e-06
"TC09000571.hg.1:3",0.0259840640656489,1.88680133558441e-05,5.02130990350071e-05
"TC12003270.hg.1:3",0.0259934960832396,0.0141334547411116,0.0365313220035672
"TC01003759.hg.1:5",0.0259934960832396,4.37494029019331e-10,1.0688140143611e-08
"TC18000741.hg.1:1",0.0260428804317081,2.08349899675429e-23,3.16573596555617e-16
"TC07000599.hg.1:3",0.0260438053010149,1.54526375237608e-05,0.0106299193670125
"TC01003117.hg.1:1",0.0260438053010149,1.09043897672544e-07,2.09855815304034e-08
"TC01003132.hg.1:1",0.0260438053010149,1.09043897672544e-07,2.09855815304034e-08
"TC22000315.hg.1:4",0.026070208530584,3.25818732275569e-08,5.6041492138516e-05
"TC12000846.hg.1:3",0.026070208530584,2.04200638529685e-07,7.68479574410599e-06
"3530224_st:1",0.026109315821552,0.026403083376466,0.0466221058523798
"TC19002254.hg.1:2",0.0261424967621966,1.73318650474789e-06,2.22868043139495e-05
"TC17000573.hg.1:4",0.026152988098689,9.90657780733458e-16,6.57276004180655e-08
"TC03002857.hg.1:1",0.0261899237761735,4.24997786969378e-18,9.85481757492007e-09
"TC06001077.hg.1:2",0.0261899237761735,5.97635319591989e-13,0.000157899670265418
"TC16000102.hg.1:3",0.0261899237761735,9.93399543345673e-06,0.00110550664295689
"TC02005056.hg.1:3",0.0261899237761735,2.20939517945503e-05,8.37578509390072e-06
"TC09001345.hg.1:1",0.0262638417693468,1.94974934846349e-14,2.15996131394682e-07
"3644241_st:1",0.0262638417693468,0.000127999728688497,0.00988130908712763
"TC04002703.hg.1:2",0.0262948446029369,5.64043483357886e-14,1.35388151290089e-06
"TC06003604.hg.1:1",0.0263661324126782,1.67939370193564e-14,1.65800435992268e-11
"TC0X001935.hg.1:1",0.0263845619940084,0.000461449943898839,0.0111493827159942
"TC12000152.hg.1:1",0.0263939026973541,8.56047118740724e-09,2.65198637442031e-05
"TC06001677.hg.1:1",0.0264019431978042,2.91498457562578e-08,5.61598771483872e-09
"TC07002041.hg.1:3",0.0264247923780261,8.3101552116083e-22,5.90281666426328e-11
"TC22000610.hg.1:2",0.026467478720649,0.00512762138879192,0.00368803209462878
"TC09000231.hg.1:1",0.0265031595558791,1.45802439364825e-08,5.70250045670955e-05
"TC10001042.hg.1:1",0.0265232273047321,0.000322493686803237,0.0499812023022383
"TC07002133.hg.1:1",0.0265338854307562,5.73092062099896e-10,5.07835742335535e-08
"TC01005121.hg.1:1",0.0265631484546873,7.68957493149837e-13,2.45507584705871e-06
"TC02004999.hg.1:2",0.0265944487685509,1.13007403348598e-07,1.31053770180076e-05
"TC03003313.hg.1:1",0.0266269690858453,3.2436501430899e-06,1.5300447316284e-05
"TC16000904.hg.1:1",0.0266360204987415,8.27146599192482e-08,1.13596573015705e-08
"TC01002149.hg.1:1",0.0266521934568511,9.29854468108365e-08,2.21448195640596e-05
"TC02001769.hg.1:1",0.026663656060345,5.52506164205586e-05,0.00755757683651073
"TC01005805.hg.1:1",0.0266700870957425,7.64970903988164e-17,2.89528095893396e-11
"TC06000090.hg.1:1",0.0266700870957425,4.63105520804824e-08,3.55654661027973e-08
"TC09001960.hg.1:1",0.0266829747029,3.47521563030625e-11,6.44039631608293e-07
"TC16000889.hg.1:1",0.0270080887118269,0.0137080314845218,0.0340536691129549
"TC22001398.hg.1:1",0.0270419710532761,1.45385175479531e-07,0.00229910027867931
"TC02000937.hg.1:1",0.0270419710532761,6.03776466050029e-21,6.90090505512416e-13
"TC07002077.hg.1:1",0.0271963347190242,3.73526233329723e-19,3.81651513628659e-11
"TC06000412.hg.1:3",0.0272204929945399,5.00865619648161e-26,6.37969801856966e-16
"TC06001929.hg.1:1",0.0273243984631395,4.97880983401132e-14,1.7748184803296e-07
"TC10001007.hg.1:2",0.0273243984631395,9.86107694463052e-07,0.00315943810197748
"TC15002610.hg.1:1",0.0275450601100748,2.06808455352188e-10,2.21035893510888e-09
"TC02001430.hg.1:7",0.0276248745427652,7.49258575043493e-11,0.000533478781115038
"TC03001273.hg.1:3",0.0277428514079575,1.05822431886332e-06,0.000102535002527838
"PSR11018241.hg.1:1",0.0277439935530511,0.00236673765444887,0.0316926177499128
"TC18000100.hg.1:1",0.0277439935530511,3.41673755711383e-36,9.75898313842272e-13
"TC15002503.hg.1:1",0.0278450815827344,2.39872074045311e-15,2.1619748318641e-12
"TC22000317.hg.1:2",0.0278710915194023,7.02264392539083e-07,0.000647316007811637
"TC0X001842.hg.1:1",0.0279047798191349,0.000490030701544627,0.0236367214494418
"TC0X002149.hg.1:1",0.0280283865465146,1.88578654964169e-07,0.00106090324401809
"TC05002043.hg.1:7",0.0282354652605484,1.62697665674265e-11,5.41636544868474e-06
"TC06000372.hg.1:1",0.0283440011101066,7.89573596164543e-05,0.0306106037646996
"TC06000795.hg.1:3",0.0283848231039001,3.04233825513055e-12,8.4713443772804e-06
"TC19000926.hg.1:2",0.0283848231039001,1.97707719254268e-08,0.00690201657797687
"TC09000274.hg.1:1",0.0283848231039001,1.03188633459291e-10,1.15612956777105e-06
"TC21000785.hg.1:2",0.0283851605889855,4.87689718584577e-08,0.00172762428452959
"TC16001882.hg.1:2",0.0284940511977909,3.89043851737086e-05,0.00014371443150866
"TC11000199.hg.1:1",0.0284940511977909,9.8872086799473e-22,2.59315094122552e-08
"TC07000496.hg.1:1",0.0285242764919736,5.55367701421961e-05,0.00128016687322781
"TC6_apd_hap1000016.hg.1:2",0.0285589138086694,1.73610024852972e-13,5.73684889274062e-05
"TC6_qbl_hap6000016.hg.1:2",0.0285589138086694,1.73610024852972e-13,5.73684889274062e-05
"TC6_cox_hap2000021.hg.1:2",0.0285589138086694,1.73610024852972e-13,5.73684889274062e-05
"TC01001048.hg.1:1",0.0285905531592098,3.63362764863637e-13,2.09795934897988e-09
"TC08002631.hg.1:1",0.0285905531592098,3.05300419569933e-11,2.09531890354781e-05
"TC06001884.hg.1:1",0.028684892788205,5.15691667688717e-09,2.03540605567989e-09
"TC16000686.hg.1:2",0.028684892788205,3.87678092695999e-05,0.00628843299389226
"TC15000651.hg.1:1",0.028684892788205,2.07022765394235e-10,2.47706739220392e-05
"TC14001119.hg.1:2",0.028684892788205,6.27298213378924e-07,9.69790157218017e-08
"TC08002630.hg.1:1",0.028684892788205,4.59833878956381e-11,2.65281164358138e-05
"TC01005849.hg.1:1",0.0287220315974027,3.61091378872214e-11,0.000190707500560821
"TC03002801.hg.1:1",0.0287688642189693,1.10303597518909e-10,2.83361328875742e-05
"TC14001123.hg.1:2",0.028825058566882,8.04609961368359e-19,2.21846015244644e-10
"TC6_dbb_hap3000242.hg.1:1",0.0288291648480572,2.66216747914771e-10,2.09173649613067e-09
"TC6_ssto_hap7000213.hg.1:1",0.0288291648480572,2.66216747914771e-10,2.09173649613067e-09
"TC6_apd_hap1000130.hg.1:1",0.0288291648480572,2.66216747914771e-10,2.09173649613067e-09
"TC17000363.hg.1:4",0.0288500661571432,0.000111728315726368,0.00210189192724029
"TC0X000110.hg.1:3",0.0288939378700403,1.38301963537549e-21,1.82683252679148e-16
"TC01006384.hg.1:1",0.0289479329854726,5.12401292363291e-17,2.07644458495506e-15
"TC01001838.hg.1:3",0.028964121134945,2.14668791901754e-20,5.70657167322034e-13
"TC01003096.hg.1:2",0.0290763990396637,1.07195883968454e-19,1.02795215025671e-06
"TC03001194.hg.1:4",0.0291152125567504,5.70654461414994e-11,2.60274351709869e-09
"TC0X002231.hg.1:1",0.029168344880074,1.37327585103246e-22,8.35544310849494e-08
"TC08002382.hg.1:2",0.0292600437554349,4.8775880464196e-13,6.09783742562967e-07
"TC01004040.hg.1:2",0.0292600437554349,2.3714367614312e-16,3.1863683641966e-10
"TC11003431.hg.1:2",0.0292607344910954,1.62064962187283e-15,5.00015218852934e-14
"TC06004082.hg.1:2",0.0292607344910954,1.09665246504271e-29,6.50969605546053e-18
"TC6_dbb_hap3000226.hg.1:2",0.0292607344910954,1.09665246504271e-29,6.50969605546053e-18
"TC6_cox_hap2000259.hg.1:2",0.0292607344910954,1.09665246504271e-29,6.50969605546053e-18
"TC6_mann_hap4000190.hg.1:2",0.0292607344910954,1.09665246504271e-29,6.50969605546053e-18
"TC6_qbl_hap6000215.hg.1:2",0.0292607344910954,1.09665246504271e-29,6.50969605546053e-18
"TC09001921.hg.1:1",0.0292607344910954,4.87461681479861e-10,1.22021997384276e-06
"TC17002416.hg.1:1",0.0292845042313178,9.06874187324251e-09,0.000241801656171717
"TC01003665.hg.1:1",0.0292977359247338,4.33580255640844e-13,2.17565423831963e-08
"TC16000447.hg.1:1",0.0293681296717264,1.7700181570974e-14,6.84004081778359e-10
"TC19001366.hg.1:2",0.0295452619297631,4.27772571692207e-07,0.00168525409934017
"TC22000260.hg.1:2",0.0298041354722634,1.11120202941741e-17,2.85677423943975e-14
"TC18000518.hg.1:1",0.02986845919464,1.05583465185655e-07,3.26824349751442e-09
"3706178_st:1",0.0299393785663458,2.42837671240289e-16,1.38990943066549e-10
"3530232_st:1",0.0299857986550123,0.0165740201461473,0.0175418141359745
"TC18000178.hg.1:2",0.0299857986550123,5.89268129949785e-07,0.00239388506930084
"TC11002049.hg.1:3",0.0299857986550123,2.15883642116285e-16,2.10480291872963e-13
"TC13000270.hg.1:2",0.0299857986550123,9.02691465184871e-10,2.08564729541642e-07
"TC06001504.hg.1:3",0.0299857986550123,1.67854923005434e-12,1.32669537220125e-08
"TC6_apd_hap1000074.hg.1:2",0.0299857986550123,1.67854923005434e-12,1.32669537220125e-08
"TC6_cox_hap2000138.hg.1:3",0.0299857986550123,1.67854923005434e-12,1.32669537220125e-08
"TC6_dbb_hap3000127.hg.1:3",0.0299857986550123,1.67854923005434e-12,1.32669537220125e-08
"TC6_mann_hap4000116.hg.1:3",0.0299857986550123,1.67854923005434e-12,1.32669537220125e-08
"TC6_mcf_hap5000117.hg.1:3",0.0299857986550123,1.67854923005434e-12,1.32669537220125e-08
"TC6_ssto_hap7000119.hg.1:3",0.0299857986550123,1.67854923005434e-12,1.32669537220125e-08
"TC6_qbl_hap6000128.hg.1:3",0.0299857986550123,1.67854923005434e-12,1.32669537220125e-08
"TC22001426.hg.1:2",0.0300283847255326,3.23828231850583e-08,1.03149099820882e-09
"TC02003597.hg.1:1",0.0300372575821879,0.000120949376700161,0.0126793990148629
"TC21000686.hg.1:3",0.0300372575821879,2.64828716679402e-05,2.84673662286364e-05
"TC06001027.hg.1:3",0.0300500957495227,3.21877137813595e-20,7.55022274631024e-08
"TC02000587.hg.1:2",0.030079765842578,5.38045264735411e-15,1.88160410907261e-08
"TC07000677.hg.1:1",0.030133225299976,0.000219771767141488,0.000195396733629011
"TC09001624.hg.1:7",0.0301417837232496,0.0246613982946422,0.00729057722874427
"TC10001855.hg.1:2",0.030188417982989,5.0198686412349e-09,3.52622462553201e-07
"TC08000910.hg.1:1",0.0302121387251343,4.3944369524464e-11,2.36190747444963e-05
"TC17000355.hg.1:3",0.0302337781227247,1.08127117560422e-07,7.58197948042618e-05
"TC06000702.hg.1:1",0.0302505737694798,8.83362723360777e-11,3.71063027294564e-08
"TC6_mcf_hap5000206.hg.1:1",0.0302897494190031,1.00994898774656e-19,2.05897162593294e-08
"TC03002976.hg.1:2",0.0303054763940637,1.06470067269721e-22,1.54827728628683e-12
"TC19000099.hg.1:2",0.0303054763940637,4.48471237102616e-09,6.76225606571836e-07
"TC11000090.hg.1:2",0.0303054763940637,1.1560418538667e-14,3.53209709082644e-10
"TC11001947.hg.1:2",0.0303054763940637,8.34691085255418e-21,3.08834740969905e-13
"TC07003389.hg.1:1",0.0304836488980692,1.80900638284086e-08,7.69364978709068e-06
"TC0Y000061.hg.1:1",0.0304836488980692,4.98848617333991e-15,1.73206257541744e-10
"TC0Y000176.hg.1:1",0.0304836488980692,4.98848617333991e-15,1.73206257541744e-10
"TC0Y000337.hg.1:3",0.0306126172455504,1.50558716605638e-06,0.0036096721222672
"TC12000950.hg.1:3",0.0306130639309485,0.000175731790888782,0.00655143141680448
"TC05000158.hg.1:1",0.0306331223262581,6.87364212728937e-15,1.38727293648762e-13
"TC02000139.hg.1:5",0.0306825972230293,2.61135303703381e-11,2.08505808897802e-07
"TC01000287.hg.1:3",0.0307326305351844,4.52813815527999e-05,0.0147901740130079
"TC01003200.hg.1:1",0.0308160372884523,2.77791337998845e-17,5.53753422213991e-12
"TC03001357.hg.1:1",0.0308457721833192,2.6266065880215e-07,0.000144174409677752
"TC03001419.hg.1:5",0.0309039814583941,0.00401612900685451,0.000916141021183691
"TC07000933.hg.1:1",0.0309579562527063,9.76657215833318e-15,7.24444999701649e-09
"TC12003003.hg.1:2",0.0310091401072585,3.32862766775467e-18,2.89528095893396e-11
"TC06000224.hg.1:1",0.0310886341392013,1.18133579042669e-09,2.62041078331326e-07
"TC11001837.hg.1:1",0.0311152025356144,7.97787258792479e-09,9.94360716114283e-05
"TC22000332.hg.1:3",0.0311943909254017,4.1442472461337e-06,3.73693991450096e-05
"TC19001532.hg.1:6",0.0312957543140421,0.000844454841518539,3.97741212607068e-06
"TC20000498.hg.1:4",0.0312972906229104,3.75162290749361e-31,7.64915988572778e-15
"TC14001366.hg.1:3",0.0313016982164337,1.50041008215593e-08,4.84010731262806e-07
"TC22000415.hg.1:4",0.0313016982164337,4.09852939350016e-22,1.7098557918812e-15
"TC08001875.hg.1:4",0.0313995423124378,5.91923097391192e-05,0.00561299876214031
"TC09001092.hg.1:2",0.0314704751730209,1.96178319030013e-06,1.1389617141151e-05
"TC07000780.hg.1:1",0.0315698170409418,2.18278337426107e-08,0.000113573637698876
"TC01002637.hg.1:1",0.0316148933181957,9.15127137484877e-16,2.2770523628681e-07
"TC17002727.hg.1:2",0.0316148933181957,9.53892618442024e-09,1.76400909784336e-05
"TC12000507.hg.1:3",0.0316203268008793,4.75921443299656e-06,0.00443784767341425
"TC01003712.hg.1:2",0.0316251496749154,7.77901820775654e-13,4.6045966396648e-13
"TC0X000120.hg.1:3",0.0316469106515098,6.81181816187782e-12,9.57620085903422e-07
"TC01000402.hg.1:4",0.031677536592342,1.40645443397654e-05,0.000208616896718691
"TC12000047.hg.1:1",0.031733755164518,2.94167546443977e-07,5.64356070384891e-05
"TC6_dbb_hap3000200.hg.1:1",0.0317346180034821,1.05564626132072e-13,2.65159514944204e-08
"TC6_mcf_hap5000189.hg.1:1",0.0317346180034821,1.05564626132072e-13,2.65159514944204e-08
"TC6_cox_hap2000218.hg.1:1",0.0317346180034821,1.05564626132072e-13,2.65159514944204e-08
"TC0X000666.hg.1:1",0.0318467637430353,1.96576311756675e-07,0.00175635160656378
"TC6_dbb_hap3000213.hg.1:3",0.0318467637430353,2.00414731588253e-19,3.59953797568475e-08
"PSR11032474.hg.1:1",0.0318478816469607,0.000848376966267186,0.0202637920165105
"TC15002776.hg.1:1",0.0318901138885024,9.03593922028812e-10,1.9734677912524e-08
"TC01004423.hg.1:2",0.0318901138885024,0.00169200520524213,0.00405350636057591
"TC01003976.hg.1:1",0.0320413985317614,1.84691112654088e-10,7.93057011550105e-10
"TC01003082.hg.1:1",0.0320477399523237,1.3672520440493e-07,1.03843070896602e-07
"TC01003146.hg.1:1",0.0320477399523237,1.3672520440493e-07,1.03843070896602e-07
"TC01000976.hg.1:1",0.0320566408539624,3.81668510563307e-12,5.33592748399041e-06
"TC21000753.hg.1:1",0.0320756791065761,3.16335713052617e-09,1.79521983509512e-05
"TC06001296.hg.1:1",0.0320756791065761,6.21022136273286e-16,9.44223171266037e-11
"TC09000891.hg.1:1",0.0320803078588535,4.51346845138578e-11,3.76510004005712e-07
"TC06004118.hg.1:1",0.0321124952662939,1.02746387528474e-25,3.0923896338423e-15
"TC6_dbb_hap3000235.hg.1:1",0.0321124952662939,1.02746387528474e-25,3.0923896338423e-15
"TC6_mann_hap4000205.hg.1:1",0.0321124952662939,1.02746387528474e-25,3.0923896338423e-15
"TC6_mcf_hap5000220.hg.1:1",0.0321124952662939,1.02746387528474e-25,3.0923896338423e-15
"TC6_ssto_hap7000208.hg.1:1",0.0321124952662939,1.02746387528474e-25,3.0923896338423e-15
"TC6_cox_hap2000254.hg.1:1",0.0321124952662939,1.02746387528474e-25,3.0923896338423e-15
"TC12002047.hg.1:1",0.0321124952662939,1.27336192627791e-13,4.57998964276199e-09
"TC05001517.hg.1:1",0.0321777072183588,2.98706120555998e-07,0.000598842824881657
"TC12001171.hg.1:1",0.0322446129721525,1.1614147345287e-09,0.00140397965801943
"TC18000536.hg.1:1",0.0322920912943176,5.91490345506429e-27,8.86082358180218e-09
"TC08000188.hg.1:2",0.0322990524882457,1.89164310679376e-19,1.67824550813911e-06
"TC14000386.hg.1:4",0.0323636861382772,4.11644580463877e-06,2.15927690594573e-05
"TC02003252.hg.1:2",0.0325683596586228,2.89617770898662e-18,6.80716901856718e-15
"TC06001941.hg.1:1",0.0325683596586228,2.7979460206503e-12,1.27837784506303e-06
"TC17001347.hg.1:1",0.0326232836966229,3.63205712460357e-16,8.55543805643717e-09
