"Gene","adj.P.Val","adj.P.Val.1","adj.P.Val.2"
"TC02005009.hg.1:2",0.000211575011645366,3.77783915020577e-29,1.42972174901793e-17
"TC16000738.hg.1:5",0.00021570094268197,2.00716270333905e-18,4.89028362340026e-12
"TC18000291.hg.1:3",0.000216245237443698,2.00409058831942e-39,2.03262348043222e-22
"TC04000328.hg.1:1",0.000217788934837232,3.29832635130035e-20,1.35560700046096e-11
"TC01001050.hg.1:1",0.000222187667450318,1.4406410609826e-23,9.58910990658643e-14
"TC01001454.hg.1:1",0.000224291787659773,4.50225601203907e-25,1.70551053340674e-16
"TC09001427.hg.1:1",0.000225716594307828,7.04499794457665e-26,1.71667107049772e-14
"TC02004950.hg.1:2",0.000226964126791215,8.71516380936349e-34,9.42885169520629e-24
"TC09000022.hg.1:2",0.000227443004000135,6.83659224332659e-06,0.000291480973222609
"TC02004396.hg.1:1",0.000229068820694837,7.57293747138853e-31,5.44108921819059e-25
"TC14002282.hg.1:1",0.000229313059422023,4.74122945267406e-30,1.23500791887135e-22
"TC21000923.hg.1:1",0.000231328210413862,7.64254199854748e-23,2.99904053371364e-14
"TC22001501.hg.1:3",0.000233515304278975,6.76312788380523e-18,1.04475781680852e-09
"TC01002877.hg.1:1",0.000234644653967294,2.13405612736724e-18,2.17793887222271e-12
"TC07001806.hg.1:1",0.000235397248003312,1.33437288442774e-20,7.72097399405241e-11
"TC03002048.hg.1:1",0.00023851105934574,1.02176561817302e-19,4.66483605102484e-11
"TC14002275.hg.1:1",0.000239331090965289,1.56078205339785e-29,8.23441063629542e-24
"TC22001449.hg.1:1",0.00024220089419161,2.64953038912397e-32,1.0379316144465e-21
"TC02004946.hg.1:1",0.000243318276007568,2.04335667042082e-32,8.6363715084412e-23
"TC01005340.hg.1:2",0.000247418464261514,2.25973429689408e-23,2.85840667712378e-08
"TC19000963.hg.1:1",0.000247418464261514,6.85419290947442e-18,4.02003396676933e-13
"TC14002283.hg.1:1",0.000247718139071823,1.53106235985836e-26,9.77873170635054e-22
"TC09000712.hg.1:1",0.0002538974220059,1.5959684837572e-16,6.8418673195909e-08
"TC18000050.hg.1:1",0.0002538974220059,7.40064708149495e-20,6.70405201885662e-11
"TC02004398.hg.1:1",0.000254460235115221,2.03466445573485e-27,9.2314607873585e-20
"TC05001834.hg.1:1",0.000255210742878819,4.04972128579302e-05,0.000401293710109222
"TC11001833.hg.1:1",0.000256196885199689,6.36754999400267e-32,7.98227079766753e-21
"TC01001977.hg.1:1",0.000256473217313012,3.36446440336604e-22,5.01954819298194e-10
"TC01001291.hg.1:1",0.000257267036354694,6.88259931995479e-25,4.42128081606675e-10
"TC18000749.hg.1:1",0.000257442061678598,8.25642972561759e-32,1.06883665615003e-14
"TC14002317.hg.1:1",0.000257550132220677,1.7103326764759e-12,1.68769613689492e-07
"TC0X001632.hg.1:1",0.000259286313259941,3.14627355836443e-11,1.17646893122468e-06
"TC06001716.hg.1:1",0.000259286313259941,3.81993292729989e-25,3.45279433324338e-14
"TC01002839.hg.1:1",0.000259286313259941,1.4317225021223e-29,3.58889769851145e-13
"TC16001296.hg.1:1",0.000261130287331413,7.79996407117029e-26,1.11538292387659e-14
"TC09002290.hg.1:3",0.000261277171161254,3.32921143231525e-19,3.97460646119131e-09
"TC07001898.hg.1:3",0.000262347823196015,4.65983886980847e-23,8.17456956174502e-16
"TC07000794.hg.1:1",0.000263269938370167,7.26855632909448e-24,1.31372175403216e-09
"TC09000122.hg.1:1",0.00026470188467782,1.09540284942222e-17,2.5049245579472e-09
"TC03000314.hg.1:1",0.00026735107267432,4.94811381480139e-21,5.85876867528883e-13
"TC6_mann_hap4000216.hg.1:1",0.00027139131455443,8.29789425074955e-28,1.27248230770341e-17
"TC11002226.hg.1:1",0.00027342304117684,6.62774704926363e-41,1.97472195954205e-19
"TC01001264.hg.1:3",0.000275212429657699,2.19761301224924e-23,2.46417333778466e-11
"TC03002182.hg.1:2",0.000276295931122711,9.68673607928502e-28,2.71406831329219e-13
"TC20000924.hg.1:3",0.000276295931122711,2.54067774287996e-36,6.69655325830186e-21
"TC05001371.hg.1:1",0.000277361913422626,3.67338946387374e-22,3.39790921133663e-12
"TC01001626.hg.1:3",0.000279553823504101,1.76452088825586e-15,2.47741266678125e-07
"TC02004978.hg.1:1",0.000281268116662977,1.89473997258059e-32,8.64409391291391e-23
"TC02000927.hg.1:2",0.000281314562393181,1.48002104266702e-05,0.00593368471092608
"TC6_ssto_hap7000189.hg.1:3",0.000282143163712854,9.89305048561375e-28,1.02707948143749e-17
"TC06001097.hg.1:2",0.000282567220629187,5.4241716696175e-30,4.79324049604129e-15
"TC03000329.hg.1:3",0.000282774568278527,1.08762383443507e-22,3.0244787827667e-14
"TC08000253.hg.1:1",0.000286269796100077,2.55002758642555e-22,1.89148247456201e-11
"TC02002745.hg.1:2",0.000287977101745206,1.42457765307999e-20,3.38358812341473e-10
"TC07000804.hg.1:1",0.000291512957270823,3.14792813850939e-24,6.71317507679272e-13
"TC16001312.hg.1:1",0.000295004215147588,2.02891301107125e-20,1.14092150989475e-09
"TC06004072.hg.1:2",0.00029579256469476,1.04429291231257e-21,5.18487071389796e-12
"TC01001721.hg.1:1",0.000295910600574838,1.83465731492176e-21,3.5489243108212e-13
"TC10001565.hg.1:1",0.000298050400141886,3.31536553974124e-18,5.6800533573151e-09
"TC07001898.hg.1:1",0.000298050400141886,6.06978177167498e-18,1.23528433385317e-12
"TC16000475.hg.1:2",0.000300768933545611,2.56429811518408e-30,1.56705183915199e-17
"TC06001302.hg.1:3",0.000301975706324277,6.14817477281132e-15,1.58861770657768e-08
"TC08001521.hg.1:1",0.000310217152245825,2.33005155952036e-18,3.49821429734859e-10
"TC06001004.hg.1:1",0.000311477267480358,2.06111187126907e-20,2.5022284150161e-12
"TC16000160.hg.1:2",0.000317410543942808,1.25083306955201e-12,1.82709831919592e-09
"TC16000465.hg.1:2",0.000319485201950823,4.65090718034977e-30,2.00426693755415e-15
"TC16000502.hg.1:4",0.000320837065021276,1.69961551094146e-09,5.15925090285118e-05
"TC20000592.hg.1:1",0.000323225140010439,4.75110235492101e-26,1.15917866683505e-16
"TC16000397.hg.1:1",0.000329744933250323,4.28756364783803e-29,3.61231296271957e-25
"TC01005558.hg.1:1",0.000329744933250323,1.93678670556897e-19,3.92422581274935e-06
"TC06001281.hg.1:1",0.000332623480712295,1.43362623391285e-11,6.03829711297782e-11
"TC10000960.hg.1:1",0.000333635186929669,1.89891374793696e-26,5.45123700916251e-14
"TC11000174.hg.1:2",0.000334125014906375,6.34259950117128e-15,7.54493137349086e-11
"TC22001248.hg.1:1",0.000335732193423558,2.62066948655065e-29,5.52135778258618e-21
"TC01001220.hg.1:2",0.000336160072871856,3.74325932232514e-10,1.48668248691856e-06
"TC03000086.hg.1:1",0.000336670712741521,1.71847674779775e-19,2.19284007565023e-11
"TC6_qbl_hap6000239.hg.1:4",0.000337999818701611,9.89305048561375e-28,1.51550895880117e-17
"TC17001798.hg.1:1",0.000338912379921239,3.34326603015017e-20,1.91012164245381e-08
"TC20001131.hg.1:2",0.000339729646218563,1.25665024299398e-29,1.29440521210179e-19
"TC0X000921.hg.1:1",0.000339729646218563,1.01326579161024e-31,4.39349573199403e-18
"TC01002359.hg.1:1",0.00034114374044258,5.9820964823458e-21,4.01783083010852e-17
"TC02004804.hg.1:1",0.000342368774025085,3.31678902895727e-18,3.94348906437567e-09
"TC22001009.hg.1:1",0.00034752806762583,3.96903041353589e-32,1.72130829260513e-21
"TC01000556.hg.1:4",0.000354809291664472,3.4925218275699e-13,8.12050896220614e-08
"TC19000003.hg.1:1",0.000355390396730042,1.6445930724907e-16,4.51050160222715e-10
"TC6_apd_hap1000034.hg.1:2",0.000361522010550445,8.57069793458854e-30,7.69896905950749e-19
"TC17000899.hg.1:2",0.000367981107520518,1.97729618470305e-26,3.9096770899859e-13
"TC22000117.hg.1:1",0.000370490097115109,2.07983735106175e-32,9.9526913503021e-25
"TC20000657.hg.1:1",0.000371923817001824,1.11611871695884e-30,5.16672296857865e-21
"TC14000845.hg.1:1",0.000372476509479113,4.11863646313196e-16,9.94154285534563e-09
"TC11002534.hg.1:1",0.000373153034194456,2.31828877753385e-33,3.85133600365678e-19
"TC07003108.hg.1:1",0.000374149362095244,1.7647061827942e-17,6.38550639303183e-09
"TC03001608.hg.1:1",0.000376054324389317,1.06652430221949e-11,9.99232987513586e-08
"TC0X000120.hg.1:4",0.000378110653851576,4.99480003355973e-17,3.92271973938731e-12
"TC06000161.hg.1:2",0.000378177236052627,6.55194364145489e-35,3.60206824759983e-22
"TC02003394.hg.1:1",0.000378377252053217,4.03888918099948e-30,2.20341367934979e-23
"TC6_dbb_hap3000053.hg.1:2",0.000379292082305744,2.63300413364465e-29,1.40567300375498e-18
"TC12001605.hg.1:1",0.000380815549117541,8.92580918780559e-23,6.65616302800032e-18
"TC03003335.hg.1:2",0.000380815549117541,1.02131286791071e-10,4.90144650907036e-07
"TC02001974.hg.1:1",0.00038758075034949,1.48087303630693e-08,0.00126257180682624
"TC11002076.hg.1:4",0.000389976299194457,1.05838819895478e-15,7.3701724406331e-12
"TC02002545.hg.1:2",0.000390717221203579,2.91963934690809e-09,7.19927626534156e-08
"TC12001263.hg.1:1",0.000396896655521677,2.78756553957246e-16,2.63287248224198e-09
"TC04000439.hg.1:1",0.000396896655521677,2.61401519021922e-15,1.39023298082219e-05
"TC20000134.hg.1:3",0.000397753950070382,4.55662888546356e-30,2.63824270968175e-20
"TC6_ssto_hap7000048.hg.1:2",0.000398579792836391,5.25100930021476e-21,5.17127475353209e-11
"TC01003055.hg.1:1",0.000398579792836391,3.27555326468798e-16,3.98440979724751e-09
"TC01001976.hg.1:2",0.000398817935496677,6.65045755121783e-18,6.10413407688123e-13
"TC14000157.hg.1:5",0.000401047462032528,4.50136823267108e-30,1.98224652817287e-20
"TC6_cox_hap2000061.hg.1:2",0.000402855038449946,3.05037972499775e-21,4.15174745630542e-11
"TC12000699.hg.1:1",0.000410955280649319,4.79455823559933e-14,1.10502907703875e-06
"TC17002227.hg.1:1",0.000415980974560537,6.83989009673168e-27,2.40883590488619e-13
"TC05000164.hg.1:1",0.000416021660051843,7.22177344842071e-20,4.02651693796407e-13
"TC03001845.hg.1:1",0.000420304386095547,5.51751161618641e-24,9.48198066189292e-11
"TC16002084.hg.1:1",0.000423038789624346,3.25866682993778e-09,1.68378545572929e-06
"TC01005849.hg.1:2",0.000425581901800405,3.21334494343068e-15,4.25053263648085e-09
"TC02003877.hg.1:1",0.000434259179868922,2.25753082579157e-29,2.41216598743699e-18
"TC14002272.hg.1:1",0.000442883822408118,5.39793098801843e-28,5.18553554035202e-22
"TC02001619.hg.1:3",0.000443370010885028,1.54069829992941e-14,1.46831099266981e-06
"TC07001654.hg.1:1",0.000444562387268581,2.51401417657098e-17,2.07133278691676e-11
"TC14001424.hg.1:2",0.000445821822121986,4.28418483549878e-11,4.73432904328764e-06
"TC01002526.hg.1:1",0.000447754106637636,8.55347322703074e-24,1.19937169151473e-16
"TC16001860.hg.1:1",0.000452834302487246,1.98172685806532e-28,2.40570794890891e-21
"TC05001518.hg.1:1",0.000456867786983808,1.89466343054604e-16,6.41357801745119e-13
"TC14002253.hg.1:1",0.000459087804711003,3.78616100232815e-27,3.40313800897287e-21
"TC17000718.hg.1:2",0.000461176563118736,1.50688556421564e-26,4.46581553179949e-20
"TC07003053.hg.1:1",0.000463115053090809,5.67760990945774e-10,0.000100836671957057
"TC19001779.hg.1:1",0.000463115053090809,1.91810836739638e-35,3.18872123552002e-11
"TC14002245.hg.1:1",0.000463567925740479,7.31651708967701e-23,5.08299503740666e-23
"TC01000541.hg.1:1",0.000464334462694175,4.7430490519965e-22,3.04331708355399e-12
"TC03000319.hg.1:2",0.000465187751141641,4.06384223193233e-23,1.41568756543742e-15
"TC05000928.hg.1:3",0.000471258066233204,2.02929700713304e-19,5.38137627204734e-13
"TC6_mcf_hap5000048.hg.1:2",0.00048094180283293,6.91859203728656e-29,5.41776623178588e-19
"TC14000161.hg.1:3",0.00048094180283293,1.63588529783748e-31,5.97304449357759e-16
"TC11002708.hg.1:1",0.000481625269567241,4.43134661072271e-39,1.69129866665309e-19
"TC10001046.hg.1:1",0.000481625269567241,3.06848625840736e-19,3.48605092426577e-10
"TC10001533.hg.1:1",0.000482770819025965,2.45160301753049e-19,1.20700718670621e-08
"TC06000545.hg.1:3",0.000489054307508989,4.31771525800934e-08,0.00272749566958273
"TC17002880.hg.1:1",0.000489423929271602,2.24054077538745e-26,1.65089476023862e-15
"TC02003399.hg.1:1",0.000489423929271602,8.87143195379853e-26,5.89352860162687e-19
"TC02001875.hg.1:1",0.000493483707372374,3.21867990147107e-30,5.60423665890325e-13
"TC20000773.hg.1:2",0.000494448056668453,2.40530281028989e-05,0.000229222504045907
"TC19000191.hg.1:2",0.000494789875515245,1.75168022231096e-16,1.16936735967843e-14
"TC02001176.hg.1:1",0.000495114026174872,5.53716351345511e-24,5.0662771439631e-13
"TC01003194.hg.1:1",0.000496878851120941,2.44750845676263e-23,1.51168997759631e-14
"TC11001107.hg.1:1",0.000503026674357739,3.68891726808418e-15,6.90003150780666e-10
"TC22000046.hg.1:2",0.000506099703310369,2.34948888911057e-15,1.30860264189403e-07
"TC01002314.hg.1:1",0.000506099703310369,3.86608911237337e-19,8.66450824165675e-11
"TC20000205.hg.1:1",0.000508334210108798,1.47625203800088e-17,1.06419652379524e-10
"TC22000495.hg.1:2",0.00050872237004816,8.70866380623658e-09,0.00233435636641433
"TC04002081.hg.1:1",0.000510349536140332,1.08026117997965e-13,3.68937395427596e-05
"TC06002710.hg.1:1",0.0005170514228168,5.49959528310303e-28,8.44588026312472e-15
"TC21000154.hg.1:2",0.000518564381510556,1.66955382243446e-18,2.77680467479152e-13
"TC01001749.hg.1:2",0.000529231706460155,1.53035837038022e-23,1.70399108108664e-11
"TC18000419.hg.1:1",0.000538930817580981,3.77218204744055e-23,3.90696151745507e-13
"TC02002853.hg.1:1",0.000541686020276523,8.5291239855102e-29,2.6945811557235e-15
"TC16000464.hg.1:2",0.000541686020276523,4.14690489747216e-20,3.80893394119453e-11
"TC12000435.hg.1:2",0.000542098352249368,9.46155946158751e-12,8.96024098042225e-08
"TC05003388.hg.1:3",0.000554003860529705,1.16769755870882e-24,2.10291203424965e-08
"TC12001352.hg.1:1",0.000554003860529705,1.70612292471553e-17,1.41885443903588e-08
"TC17001795.hg.1:1",0.000561182793544943,6.32682524089231e-16,1.12489695320505e-12
"TC16000395.hg.1:1",0.000563458551480854,4.15708591684152e-28,1.40779086352329e-21
"TC01006300.hg.1:1",0.000565822603282941,3.93397967666765e-11,1.20672173072659e-08
"TC12000925.hg.1:3",0.000568791496340282,5.89557697260403e-13,7.01431315280587e-11
"TC22001247.hg.1:1",0.000573499355045428,3.84149548207878e-33,5.28075750534176e-25
"TC15000949.hg.1:2",0.000580769145710583,1.7100917727732e-18,1.06309933727916e-13
"TC17001553.hg.1:2",0.000586967841224054,2.83956505144296e-19,1.29781316536866e-09
"TC03003363.hg.1:3",0.000595560091234827,1.05598241479412e-25,1.3633286784946e-17
"TC02003398.hg.1:1",0.000605078532157334,4.26042324995179e-28,2.83067044851837e-20
"TC01001458.hg.1:2",0.000605821786665372,5.64353956075196e-17,1.36557901774749e-12
"TC01000950.hg.1:4",0.000605855013433018,1.75641113775105e-29,8.78074117689594e-18
"TC02004947.hg.1:1",0.000611502881915629,1.25377957627408e-23,1.27792647284083e-18
"TC17002746.hg.1:1",0.000613320082540452,1.67575107232894e-15,1.55639701954209e-12
"TC14002262.hg.1:2",0.000613320082540452,9.39986019995713e-30,9.03316000512823e-25
"TC01002766.hg.1:1",0.000617811397048764,3.08581767242627e-11,7.6428811344786e-06
"TC6_cox_hap2000235.hg.1:2",0.00061848158875858,8.14589709626503e-29,3.40601146028515e-19
"TC01000624.hg.1:3",0.00061848158875858,4.00238867831663e-32,1.12507041181418e-12
"TC09001502.hg.1:5",0.00061848158875858,0.0225303246756772,0.0464472497604066
"TC14002261.hg.1:1",0.00061848158875858,1.33322174161472e-28,1.04809471735772e-21
"PSR13010433.hg.1:1",0.00061848158875858,5.39449000350988e-17,2.87259121146428e-07
"TC0X001870.hg.1:1",0.00061848158875858,4.14251773449158e-09,5.99647737572234e-06
"TC01003921.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003922.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003930.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003931.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003936.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003929.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003932.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003927.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003920.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003934.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003935.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003924.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003923.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003933.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003925.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC01003926.hg.1:1",0.00061848158875858,1.3005177632443e-17,9.42834863313238e-10
"TC19002664.hg.1:3",0.000619506255219164,3.56287802286905e-13,5.89169242022108e-07
"TC05002264.hg.1:1",0.000619506255219164,1.52669319533603e-14,1.05183205917817e-05
"TC11000238.hg.1:2",0.000620217293968571,6.25734022914837e-18,9.73845185577368e-11
"TC02000783.hg.1:3",0.000620659704005478,2.02337884910459e-11,4.56291757787476e-08
"TC17001769.hg.1:1",0.000624479285612921,1.74295318966251e-11,2.13465183705569e-07
"TC06001800.hg.1:1",0.000641866900352465,9.84787077355419e-22,4.24576751162107e-17
"TC03001856.hg.1:1",0.000651369155536945,4.67475876600849e-21,6.95582071574748e-12
"TC15002621.hg.1:1",0.000654081065959515,3.65424901233905e-10,5.39388126920788e-05
"TC14002268.hg.1:1",0.000663257191837916,6.81765048145482e-30,2.35876370237173e-23
"TC0X001324.hg.1:1",0.000663257191837916,4.20086657330605e-33,1.7772560433214e-18
"TC10000685.hg.1:1",0.000665647670137243,1.39074106020992e-11,3.50347783266354e-05
"TC16000393.hg.1:1",0.00066819581280172,7.4203656523266e-26,2.48694555822197e-19
"TC12001258.hg.1:1",0.00067358497559798,1.91808275330278e-25,8.41326535843025e-17
"TC6_mcf_hap5000046.hg.1:1",0.000674145921248654,8.79329659279402e-13,3.44906518609405e-06
"TC01000275.hg.1:1",0.000688226849331806,5.71217442130159e-14,2.71395981971723e-07
"TC22001034.hg.1:3",0.000712491125408827,7.50139678198628e-25,9.31013410119771e-13
"TC09000358.hg.1:2",0.000715754808804378,1.23889537039506e-28,6.36796302152267e-17
"TC14002267.hg.1:1",0.000724044533509673,2.55329952358211e-26,9.3993881009941e-23
"TC08002566.hg.1:1",0.000727707899658594,2.04958887849157e-18,7.83248955792048e-09
"TC07001016.hg.1:5",0.000733611567249929,8.90221565331803e-33,2.74139696424962e-17
"TC16000871.hg.1:1",0.000734880576577569,2.67731518059613e-30,5.28075750534176e-25
"TC02003816.hg.1:1",0.000738113641203753,1.24632809724703e-09,9.48193062608916e-06
"TC09000662.hg.1:4",0.000738906338400567,1.83158842506114e-14,3.46809587681808e-08
"JUC13000449.hg.1:1",0.000739135895707259,5.50992129612743e-15,2.09551471975195e-05
"TC02000923.hg.1:3",0.000745233703595852,8.18452144035535e-11,0.000118291008468423
"TC21000012.hg.1:1",0.000745233703595852,2.02459476568364e-17,5.75464036444663e-16
"TC07001909.hg.1:1",0.000748235009475553,1.90541253750113e-08,7.9706031153694e-08
"TC13000735.hg.1:1",0.000748735148344181,2.40085960434943e-15,1.62720828186301e-07
"TC06001169.hg.1:1",0.000768312446624982,4.70555563926862e-14,5.54899913047105e-08
"TC16000422.hg.1:1",0.000771606171150094,4.75437228805854e-18,1.74274225402323e-13
"TC04002383.hg.1:1",0.000775697171709566,1.18630349974186e-19,1.11201316867345e-08
"TC07000075.hg.1:2",0.000808378093474535,2.92733110851327e-12,7.25573111055877e-07
"TC22000262.hg.1:2",0.000809088164324758,1.67896310052598e-36,8.74333232665243e-18
"TC17002224.hg.1:1",0.000809634472861189,1.57582250280363e-20,2.8578467246435e-12
"TC15001296.hg.1:2",0.000809634472861189,2.0169637673426e-23,4.04863716330024e-10
"TC15001255.hg.1:1",0.000813951136431657,6.09790761238379e-21,2.79520684963406e-12
"TC01003612.hg.1:1",0.000814531952397858,4.55037430253444e-28,2.30690512834353e-16
"TC6_qbl_hap6000048.hg.1:3",0.000819507133496601,7.38397878070528e-09,0.00114257164602752
"TC6_ssto_hap7000042.hg.1:3",0.000819507133496601,7.38397878070528e-09,0.00114257164602752
"TC14002248.hg.1:1",0.000822993489130213,3.9340345918525e-26,8.25722305107122e-25
"TC02001291.hg.1:5",0.000837475353346052,4.84676298937901e-14,2.24562358833367e-05
"TC14002284.hg.1:1",0.000837475353346052,5.68974068646636e-26,5.67378703093215e-19
"TC16000677.hg.1:5",0.000846771496990922,6.09980818332087e-20,1.22598286887461e-10
"TC09001228.hg.1:2",0.000852763506180927,2.79264734422804e-18,2.11570630990474e-12
"TC22001346.hg.1:1",0.000859162400374161,2.99640259080349e-15,2.5680295140419e-10
"TC13000193.hg.1:3",0.000863649597934132,3.19380711771002e-20,4.89363199085197e-17
"TC12000822.hg.1:1",0.00086522482507239,1.75186525894804e-41,3.48779671627644e-13
"TC0X001203.hg.1:1",0.000875241730582246,7.01447787393397e-19,9.184107532029e-09
"TC09001805.hg.1:1",0.000880332475588618,2.90930975423615e-07,0.000444156379863779
"TC09001405.hg.1:2",0.000882046373704005,4.50525106357781e-23,1.0102595975172e-13
"TC15000841.hg.1:4",0.000886316127460004,3.1355860474391e-28,5.54398809336651e-11
"TC10002441.hg.1:1",0.000888587434610651,4.24095041032617e-29,1.76517506959957e-20
"TC16000476.hg.1:2",0.000892315026936486,4.40712448516132e-35,1.19875529826605e-17
"TC19001307.hg.1:3",0.000897582791879598,1.07457660424182e-22,1.1754039175516e-17
"TC22000792.hg.1:1",0.000904178391527105,2.28770399328631e-15,1.2401999181992e-10
"TC02002593.hg.1:1",0.000905421274067096,7.44754526773795e-20,1.48706582984604e-11
"TC15000322.hg.1:2",0.000919380184982979,3.32577274157535e-22,3.30747010049389e-14
"TC0X001357.hg.1:1",0.000920854812659612,3.65429101447899e-18,4.55401074501227e-10
"TC11000816.hg.1:1",0.000931763151200993,1.8995806219424e-18,1.95141086232555e-09
"TC01000298.hg.1:1",0.000932699572425724,5.94363214663119e-16,3.24981601460514e-10
"TC02004989.hg.1:2",0.000932699572425724,1.26788459089614e-34,1.63212272686815e-28
"TC08001565.hg.1:1",0.000939481825934877,3.48334740360783e-16,1.9141265420223e-10
"TC22000100.hg.1:1",0.000943284176921621,4.01479529159257e-12,7.80416183237378e-08
"TC11000549.hg.1:1",0.00094551618198995,3.54916121964719e-27,3.33444781635635e-15
"2835459_st:1",0.00094777737614499,0.00104750041422597,0.00645113119836975
"TC01000144.hg.1:2",0.000952094569482239,2.47951262396673e-17,3.38128464920863e-10
"TC14002266.hg.1:1",0.000953489298539366,5.23067403815232e-26,1.79337239781927e-21
"TC02003175.hg.1:1",0.000969390611691575,1.00405295424078e-11,2.01407654612588e-07
"TC16001108.hg.1:1",0.000971345905271749,7.85322326602967e-09,0.000489862553499253
"TC06002142.hg.1:1",0.000975828494604434,1.95217912874703e-09,2.76109047037136e-07
"TC16001872.hg.1:1",0.000976965043370496,4.31188221332625e-21,5.1291795268905e-09
"TC20000908.hg.1:2",0.000981532897468713,2.28441327569845e-07,0.0115418281185736
"TC16001071.hg.1:1",0.000989712289901028,2.34218858902045e-27,4.63654860678144e-20
"TC06000186.hg.1:2",0.000991787785514939,4.35123993969857e-26,6.41357801745119e-13
"TC22001008.hg.1:1",0.000994363284874927,5.69012982776206e-32,1.78541245704833e-21
"TC16001296.hg.1:2",0.000995175364335799,0.00615026611290287,0.0352886210678135
"TC0X001376.hg.1:1",0.00099866643428007,3.79854801216819e-12,1.07359484809931e-08
"TC0X001152.hg.1:1",0.000999328259573257,0.000154515122852099,0.000421544703461475
"TC22000215.hg.1:2",0.00100196188872007,1.37805215898462e-24,2.92309749373372e-15
"TC01003172.hg.1:2",0.00100196188872007,8.83135848419375e-26,3.65070829227067e-14
"TC14001605.hg.1:2",0.00100196188872007,5.20505532963388e-18,4.62356831976216e-15
"TC14002278.hg.1:1",0.00100196188872007,3.74410618437308e-22,8.50508485949934e-18
"TC02001212.hg.1:2",0.00100618463397225,3.03694230835975e-06,0.000357306593721566
"TC11000567.hg.1:4",0.00101140357997024,1.54219265391098e-38,1.88237968414175e-19
"TC07001995.hg.1:1",0.0010229839435719,5.87247132711408e-24,1.24531691431295e-17
"TC13000631.hg.1:1",0.001028213049927,1.32252076470486e-15,9.69061939119349e-08
"TC0X001357.hg.1:2",0.00103342651766977,7.68257393488541e-23,4.63894075596554e-10
"TC15001987.hg.1:1",0.00103906425046197,1.42707255959323e-21,4.39747923148533e-13
"TC05002152.hg.1:1",0.00104051984329186,7.35044825942725e-22,4.23608812811436e-08
"TC04000937.hg.1:1",0.00104288194372735,1.10955612540326e-20,1.62949884408893e-12
"TC01003928.hg.1:1",0.00104370830128723,2.98897226042087e-15,1.68997416308202e-09
"TC04002660.hg.1:1",0.00104370830128723,1.87156753332397e-10,5.03460604988892e-06
"TC11001230.hg.1:1",0.00104370830128723,4.47016642690889e-32,9.43505828002276e-16
"TC16000387.hg.1:1",0.00104370830128723,5.61418664814368e-27,1.28096079550581e-22
"TC14001843.hg.1:1",0.00104835671039324,4.20270732139636e-06,0.00187871441497442
"TC08001328.hg.1:1",0.00104923558150913,3.70076880568526e-09,2.55758890219455e-05
"TC11003482.hg.1:1",0.00104923558150913,6.07839359938461e-16,9.26909890523256e-13
"TC06001997.hg.1:1",0.00104923558150913,3.40941895902279e-12,1.53226471452568e-07
"TC19000049.hg.1:4",0.00104923558150913,3.95776988280899e-05,0.000131086224233625
"TC02001486.hg.1:4",0.00105995939531617,1.21194336622247e-10,0.00205338115791464
"TC19002494.hg.1:1",0.00106125807309653,8.25945753053756e-12,3.47841301943496e-07
"TC12000062.hg.1:2",0.00106796207844026,2.53807436190081e-19,1.60743415864975e-13
"TC14002279.hg.1:1",0.00107948134157509,9.20265652028248e-26,3.00887133990817e-19
"TC0X001736.hg.1:2",0.00108820242588623,1.23287577601391e-09,1.24095039119779e-05
"TC15001636.hg.1:1",0.00108820242588623,1.4884746854287e-10,2.23819537608028e-07
"TC19001911.hg.1:2",0.00109086464292034,6.30173015686162e-13,1.67338708577035e-06
"TC14002250.hg.1:1",0.00109086464292034,5.63165892923465e-28,4.90510306628777e-23
"TC05000212.hg.1:2",0.00110413683536291,1.1011512145355e-26,2.38393356005713e-22
"TC11000212.hg.1:1",0.00111719928172845,3.99072376527489e-21,1.44104997740414e-10
"TC17000792.hg.1:1",0.00111913866917622,2.20278443043641e-12,1.36930610404492e-09
"TC12002717.hg.1:1",0.00112653719102594,5.62070411745969e-18,9.47115329930705e-09
"TC03000986.hg.1:2",0.00113989605606675,4.44064360605243e-16,3.31138843695175e-12
